DESULFOASV1_0964_chemotaxis_response_regulator_protein-glutamate_methylesterase	AF-P62637-F1-model_v4	DESULFOASV1_0964_chemotaxis_response_regulator_protein-glutamate_methylesterase	AF-P62637-F1-model_v4 Protein-glutamate methylesterase/protein-glutamine glutaminase 2	0.699	367	105	1	350	1	367	1.236E-61	2320
DESULFOASV1_0965_epoxyqueuosine_reductase	AF-Q7NKL3-F1-model_v4	DESULFOASV1_0965_epoxyqueuosine_reductase	AF-Q7NKL3-F1-model_v4 Epoxyqueuosine reductase	0.233	239	170	2	223	9	247	3.237E-12	311
DESULFOASV1_0966_hypothetical_protein	3kz5-assembly1.cif.gz_B	DESULFOASV1_0966_hypothetical_protein	3kz5-assembly1.cif.gz_B Structure of cdomain	0.179	39	30	2	39	5	43	1.422E+00	44
DESULFOASV1_0967_iron-containing_alcohol_dehydrogenase	AF-P0DJA2-F1-model_v4	DESULFOASV1_0967_iron-containing_alcohol_dehydrogenase	AF-P0DJA2-F1-model_v4 Alcohol dehydrogenase 2	0.425	381	218	2	381	3	383	5.744E-41	1793
DESULFOASV1_0968_aldehyde_ferredoxin_oxidoreductase_C-terminal_domain-containing_protein	AF-Q5JE15-F1-model_v4	DESULFOASV1_0968_aldehyde_ferredoxin_oxidoreductase_C-terminal_domain-containing_protein	AF-Q5JE15-F1-model_v4 Tungsten-containing aldehyde ferredoxin oxidoreductase	0.308	574	391	2	567	6	579	2.020E-42	1789
DESULFOASV1_0969_sigma-54-dependent_Fis_family_transcriptional_regulator	AF-P26047-F1-model_v4	DESULFOASV1_0969_sigma-54-dependent_Fis_family_transcriptional_regulator	AF-P26047-F1-model_v4 Signal-transduction and transcriptional-control protein	0.312	638	424	38	675	10	626	4.590E-55	1783
DESULFOASV1_0970_hypothetical_protein	8h6s-assembly2.cif.gz_B	DESULFOASV1_0970_hypothetical_protein	8h6s-assembly2.cif.gz_B Structure of acyltransferase VinK in complex with the loading acyl carrier protein of vicenistatin PKS	0.203	57	43	3	59	112	166	2.787E-01	67
DESULFOASV1_0971_hypothetical_protein	6irb-assembly2.cif.gz_B	DESULFOASV1_0971_hypothetical_protein	6irb-assembly2.cif.gz_B C-terminal coiled coil domain of Drosophila phospholipase C beta NORPA, selenomethionine	0.169	174	138	71	237	25	198	3.651E+00	34
DESULFOASV1_0972_putative_porin	8bym-assembly1.cif.gz_A	DESULFOASV1_0972_putative_porin	8bym-assembly1.cif.gz_A Outer membrane attachment porin OmpM1 from Veillonella parvula	0.164	405	267	182	586	2	321	3.865E-17	512
DESULFOASV1_0973_hypothetical_protein	AF-O51810-F1-model_v4	DESULFOASV1_0973_hypothetical_protein	AF-O51810-F1-model_v4 Protein TonB	0.197	276	177	1	221	1	276	8.690E-07	145
DESULFOASV1_0974_biopolymer_transporter_ExbD	AF-P43009-F1-model_v4	DESULFOASV1_0974_biopolymer_transporter_ExbD	AF-P43009-F1-model_v4 Biopolymer transport protein ExbD	0.309	124	84	10	133	2	124	1.939E-10	349
DESULFOASV1_0975_DUF2341_domain-containing_protein	AF-P50598-F1-model_v4	DESULFOASV1_0975_DUF2341_domain-containing_protein	AF-P50598-F1-model_v4 Tol-Pal system protein TolQ	0.243	233	170	357	589	1	225	4.384E-12	498
DESULFOASV1_0977_ShlB-FhaC-HecB_family_hemolysin_secretion-activation_protein	AF-P45356-F1-model_v4	DESULFOASV1_0977_ShlB-FhaC-HecB_family_hemolysin_secretion-activation_protein	AF-P45356-F1-model_v4 Heme/hemopexin transporter protein HuxB	0.162	504	418	53	556	66	565	1.061E-30	1044
DESULFOASV1_0978_hypothetical_protein	AF-Q57726-F1-model_v4	DESULFOASV1_0978_hypothetical_protein	AF-Q57726-F1-model_v4 Short-type peptidyl-prolyl cis-trans isomerase	0.190	231	122	29	259	2	152	9.211E-12	366
DESULFOASV1_0979_hypothetical_protein	AF-Q8E5K2-F1-model_v4	DESULFOASV1_0979_hypothetical_protein	AF-Q8E5K2-F1-model_v4 Phosphate-binding protein PstS 1	0.142	512	239	1	512	3	282	1.695E-12	350
DESULFOASV1_0980_hypothetical_protein	3q6b-assembly1.cif.gz_A	DESULFOASV1_0980_hypothetical_protein	3q6b-assembly1.cif.gz_A The high-resolution and new form crystal structure of BamA POTRA4-5 from E.coli	0.189	37	28	65	100	42	78	6.279E+00	30
DESULFOASV1_0981_hypothetical_protein	AF-Q9Z8N7-F1-model_v4	DESULFOASV1_0981_hypothetical_protein	AF-Q9Z8N7-F1-model_v4 Skp-like protein	0.187	154	124	18	170	11	164	9.227E-09	358
DESULFOASV1_0982_type_II_secretion_system_secretin_GspD	AF-P45758-F1-model_v4	DESULFOASV1_0982_type_II_secretion_system_secretin_GspD	AF-P45758-F1-model_v4 Putative secretin GspD	0.215	623	466	103	725	22	616	7.853E-38	896
DESULFOASV1_0983_hypothetical_protein	AF-G3XD51-F1-model_v4	DESULFOASV1_0983_hypothetical_protein	AF-G3XD51-F1-model_v4 Type IV pilus inner membrane component PilO	0.179	203	163	1	200	1	203	1.909E-07	201
DESULFOASV1_0984_hypothetical_protein	AF-P45782-F1-model_v4	DESULFOASV1_0984_hypothetical_protein	AF-P45782-F1-model_v4 Type II secretion system protein L	0.115	433	358	10	442	2	407	8.715E-16	347
DESULFOASV1_0985_hypothetical_protein	AF-P34026-F1-model_v4	DESULFOASV1_0985_hypothetical_protein	AF-P34026-F1-model_v4 Type II secretion system protein K	0.231	279	200	24	284	1	279	1.118E-10	292
DESULFOASV1_0986_hypothetical_protein	AF-O67882-F1-model_v4	DESULFOASV1_0986_hypothetical_protein	AF-O67882-F1-model_v4 Uncharacterized protein aq_2118	0.163	200	142	1	200	2	172	2.410E-05	182
DESULFOASV1_0987_hypothetical_protein	7kui-assembly1.cif.gz_G	DESULFOASV1_0987_hypothetical_protein	7kui-assembly1.cif.gz_G Cryo-EM structure of Rous sarcoma virus cleaved synaptic complex (CSC) with HIV-1 integrase strand transfer inhibitor MK-2048. CIC region of a cluster identified by 3-dimensional variability analysis in cryoSPARC.	0.120	25	21	288	312	17	41	1.205E+00	56
DESULFOASV1_0988_hypothetical_protein	AF-P31736-F1-model_v4	DESULFOASV1_0988_hypothetical_protein	AF-P31736-F1-model_v4 Type II secretion system protein H	0.224	155	119	1	155	15	168	3.320E-09	333
DESULFOASV1_0989_type_II_secretion_system_inner_membrane_protein_GspF	AF-Q5SK58-F1-model_v4	DESULFOASV1_0989_type_II_secretion_system_inner_membrane_protein_GspF	AF-Q5SK58-F1-model_v4 Type IV pilus assembly protein PilC	0.301	403	275	1	395	1	403	1.969E-25	1132
DESULFOASV1_0990_type_II_secretion_system_ATPase_GspE	AF-P31742-F1-model_v4	DESULFOASV1_0990_type_II_secretion_system_ATPase_GspE	AF-P31742-F1-model_v4 Type II secretion system protein E	0.453	488	264	2	489	82	565	5.899E-61	2055
DESULFOASV1_0991_type_II_secretion_system_major_pseudopilin_GspG	AF-Q00514-F1-model_v4	DESULFOASV1_0991_type_II_secretion_system_major_pseudopilin_GspG	AF-Q00514-F1-model_v4 Type II secretion system core protein G	0.489	138	68	8	141	3	140	9.469E-14	426
DESULFOASV1_0992_hypothetical_protein	3oss-assembly1.cif.gz_C	DESULFOASV1_0992_hypothetical_protein	3oss-assembly1.cif.gz_C The crystal structure of enterotoxigenic Escherichia coli GspC-GspD complex from the type II secretion system	0.225	70	45	61	130	6	64	2.522E-03	134
DESULFOASV1_0993_hypothetical_protein	6mhh-assembly1.cif.gz_A-3	DESULFOASV1_0993_hypothetical_protein	6mhh-assembly1.cif.gz_A-3 Proteus mirabilis ScsC linker (residues 39-49) deletion and N6K mutant	0.174	212	165	151	362	7	207	1.461E-05	215
DESULFOASV1_0994_phosphate_ABC_transporter_substrate-binding_protein	4gd5-assembly1.cif.gz_A	DESULFOASV1_0994_phosphate_ABC_transporter_substrate-binding_protein	4gd5-assembly1.cif.gz_A X-ray Crystal Structure of a Putative Phosphate ABC Transporter Substrate-Binding Protein with Bound Phosphate from Clostridium perfringens	0.330	247	162	23	269	1	243	1.073E-28	980
DESULFOASV1_0995_AI-2E_family_transporter	AF-Q9ZCT3-F1-model_v4	DESULFOASV1_0995_AI-2E_family_transporter	AF-Q9ZCT3-F1-model_v4 Putative transport protein RP630	0.188	359	281	15	373	4	350	2.451E-10	434
DESULFOASV1_0996_hypothetical_protein	2i8d-assembly1.cif.gz_B	DESULFOASV1_0996_hypothetical_protein	2i8d-assembly1.cif.gz_B Crystal structure of an uncharacterized conserved protein of COG5646 (ZP_00384875.1) from Lactobacillus casei ATCC 334 at 1.69 A resolution	0.111	113	98	12	124	11	121	5.810E-01	32
DESULFOASV1_0997_GAK_system_CofD-like_protein	AF-P53980-F1-model_v4	DESULFOASV1_0997_GAK_system_CofD-like_protein	AF-P53980-F1-model_v4 Uncharacterized protein YNL011C	0.184	442	299	32	399	2	443	6.504E-22	739
DESULFOASV1_0998_hypothetical_protein	AF-Q2SPF9-F1-model_v4	DESULFOASV1_0998_hypothetical_protein	AF-Q2SPF9-F1-model_v4 Phosphoenolpyruvate carboxykinase (ATP)	0.133	364	302	11	359	75	438	1.515E-08	195
DESULFOASV1_0999_hypothetical_protein	AF-Q58037-F1-model_v4	DESULFOASV1_0999_hypothetical_protein	AF-Q58037-F1-model_v4 Tetrahydromethanopterin:alpha-L-glutamate ligase	0.210	287	225	5	290	3	289	1.606E-26	918
DESULFOASV1_1000_hypothetical_protein	AF-Q97ID9-F1-model_v4	DESULFOASV1_1000_hypothetical_protein	AF-Q97ID9-F1-model_v4 Phosphate-specific transport system accessory protein PhoU homolog	0.247	208	154	10	215	10	217	3.082E-07	402
DESULFOASV1_1001_hypothetical_protein	8p49-assembly1.cif.gz_C	DESULFOASV1_1001_hypothetical_protein	8p49-assembly1.cif.gz_C Uncharacterized Q8U0N8 protein from Pyrococcus furiosus	0.142	28	23	19	46	241	268	2.464E+00	38
DESULFOASV1_1002_hypothetical_protein	AF-C8WJZ5-F1-model_v4	DESULFOASV1_1002_hypothetical_protein	AF-C8WJZ5-F1-model_v4 Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase	0.172	276	207	67	342	4	254	4.337E-04	120
DESULFOASV1_1003_hypothetical_protein	6r6o-assembly1.cif.gz_A	DESULFOASV1_1003_hypothetical_protein	6r6o-assembly1.cif.gz_A Recombinantly produced Kusta0087/Kusta0088 Complex, C32G/wt mutant	0.087	102	86	112	206	2	103	1.333E-01	85
DESULFOASV1_1004_hypothetical_protein	AF-Q9Z8N7-F1-model_v4	DESULFOASV1_1004_hypothetical_protein	AF-Q9Z8N7-F1-model_v4 Skp-like protein	0.184	157	111	17	153	9	165	2.847E-07	255
DESULFOASV1_1005_bifunctional-p-ppGpp_synthetase-guanosine-3-5-bis-diphosphate-3-pyrophosphohydrolase	AF-O52177-F1-model_v4	DESULFOASV1_1005_bifunctional-p-ppGpp_synthetase-guanosine-3-5-bis-diphosphate-3-pyrophosphohydrolase	AF-O52177-F1-model_v4 GTP pyrophosphokinase	0.476	728	370	8	715	29	756	4.174E-72	2906
DESULFOASV1_1007_molecular_chaperone_HtpG	AF-Q728G0-F1-model_v4	DESULFOASV1_1007_molecular_chaperone_HtpG	AF-Q728G0-F1-model_v4 Chaperone protein HtpG	0.510	637	311	3	638	1	637	1.296E-78	2839
DESULFOASV1_1008_alternative_ribosome_rescue_aminoacyl-tRNA_hydrolase_ArfB	AF-P40711-F1-model_v4	DESULFOASV1_1008_alternative_ribosome_rescue_aminoacyl-tRNA_hydrolase_ArfB	AF-P40711-F1-model_v4 Peptidyl-tRNA hydrolase ArfB	0.386	137	83	6	142	2	137	7.147E-12	417
DESULFOASV1_1009_N-A	AF-O06734-F1-model_v4	DESULFOASV1_1009_N-A	AF-O06734-F1-model_v4 AB hydrolase superfamily protein YisY	0.227	267	203	28	290	1	267	2.315E-20	672
DESULFOASV1_1010_3-5-exonuclease	AF-Q14191-F1-model_v4	DESULFOASV1_1010_3-5-exonuclease	AF-Q14191-F1-model_v4 Werner syndrome ATP-dependent helicase	0.292	196	132	12	199	36	231	5.051E-18	594
DESULFOASV1_1011_hypothetical_protein	AF-Q25478-F1-model_v4	DESULFOASV1_1011_hypothetical_protein	AF-Q25478-F1-model_v4 Period circadian protein	0.145	55	43	2	56	293	343	5.301E+00	25
DESULFOASV1_1012_single-stranded_DNA-binding_protein	5odn-assembly1.cif.gz_B	DESULFOASV1_1012_single-stranded_DNA-binding_protein	5odn-assembly1.cif.gz_B Salinibacter ruber Single-Strand Binding protein	0.568	109	45	1	109	1	106	8.980E-15	641
DESULFOASV1_1013_hypothetical_protein	AF-A0A3B6UES5-F1-model_v4	DESULFOASV1_1013_hypothetical_protein	AF-A0A3B6UES5-F1-model_v4 Vinculin	0.233	76	57	38	112	292	367	3.759E+00	60
DESULFOASV1_1014_hypothetical_protein	AF-P02904-F1-model_v4	DESULFOASV1_1014_hypothetical_protein	AF-P02904-F1-model_v4 Methylmalonyl-CoA carboxyltransferase 1.3S subunit	0.338	68	44	19	86	56	122	7.815E-06	285
DESULFOASV1_1015_acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha-beta	AF-Q3ACZ8-F1-model_v4	DESULFOASV1_1015_acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha-beta	AF-Q3ACZ8-F1-model_v4 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	0.295	276	192	469	744	1	274	8.775E-21	751
DESULFOASV1_1016_biotin_carboxylase_N-terminal_domain-containing_protein	AF-O34544-F1-model_v4	DESULFOASV1_1016_biotin_carboxylase_N-terminal_domain-containing_protein	AF-O34544-F1-model_v4 Biotin carboxylase 2	0.328	464	288	6	469	4	433	1.456E-45	1559
DESULFOASV1_1017_PilZ_domain-containing_protein	4rt1-assembly1.cif.gz_A	DESULFOASV1_1017_PilZ_domain-containing_protein	4rt1-assembly1.cif.gz_A Structure of the Alg44 PilZ domain (R95A mutant) from Pseudomonas aeruginosa PAO1 in complex with c-di-GMP	0.200	105	79	15	114	2	106	7.090E-06	235
DESULFOASV1_1018_OmpA_family_protein	3khn-assembly1.cif.gz_A	DESULFOASV1_1018_OmpA_family_protein	3khn-assembly1.cif.gz_A Crystal structure of putative MotB like protein DVU_2228 from Desulfovibrio vulgaris.	0.572	159	68	86	244	2	160	6.966E-23	828
DESULFOASV1_1019_motility_protein_A	AF-O06873-F1-model_v4	DESULFOASV1_1019_motility_protein_A	AF-O06873-F1-model_v4 Chemotaxis protein PomA	0.388	250	152	1	250	1	250	5.215E-18	974
DESULFOASV1_1020_purine-nucleoside_phosphorylase	AF-P77834-F1-model_v4	DESULFOASV1_1020_purine-nucleoside_phosphorylase	AF-P77834-F1-model_v4 Purine nucleoside phosphorylase 1	0.452	272	147	2	273	1	270	1.496E-38	1427
DESULFOASV1_1021_hypothetical_protein	AF-Q74N46-F1-model_v4	DESULFOASV1_1021_hypothetical_protein	AF-Q74N46-F1-model_v4 CRISPR-associated endoribonuclease Cas2	0.117	100	76	1	100	2	88	3.245E-02	70
DESULFOASV1_1022_hypothetical_protein	AF-Q58570-F1-model_v4	DESULFOASV1_1022_hypothetical_protein	AF-Q58570-F1-model_v4 UPF0145 protein MJ1170	0.255	86	57	30	106	4	89	2.254E-07	259
DESULFOASV1_1023_TRAP_transporter_small_permease	AF-P44994-F1-model_v4	DESULFOASV1_1023_TRAP_transporter_small_permease	AF-P44994-F1-model_v4 Putative TRAP transporter small permease protein HI_1030	0.218	165	122	13	177	3	159	6.934E-07	333
DESULFOASV1_1024_TRAP_transporter_large_permease	AF-Q9KR66-F1-model_v4	DESULFOASV1_1024_TRAP_transporter_large_permease	AF-Q9KR66-F1-model_v4 Sialic acid TRAP transporter large permease protein SiaM	0.401	428	255	1	428	1	426	5.159E-30	1692
DESULFOASV1_1025_TRAP_transporter_substrate-binding_protein	4p47-assembly1.cif.gz_A	DESULFOASV1_1025_TRAP_transporter_substrate-binding_protein	4p47-assembly1.cif.gz_A CRYSTAL STRUCTURE OF A TRAP PERIPLASMIC SOLUTE BINDING PROTEIN FROM OCHROBACTRUM ANTHROPI (Oant_4429), TARGET EFI-510151, C-TERMIUS BOUND IN LIGAND BINDING POCKET	0.342	317	203	26	342	2	311	6.022E-26	959
DESULFOASV1_1026_YgeY_family_selenium_metabolism-linked_hydrolase	AF-P65809-F1-model_v4	DESULFOASV1_1026_YgeY_family_selenium_metabolism-linked_hydrolase	AF-P65809-F1-model_v4 Uncharacterized protein YgeY	0.693	395	121	6	400	7	401	3.038E-71	2849
DESULFOASV1_1027_carbamate_kinase_family_protein	AF-P77624-F1-model_v4	DESULFOASV1_1027_carbamate_kinase_family_protein	AF-P77624-F1-model_v4 Carbamate kinase-like protein YahI	0.504	316	156	1	316	1	316	2.704E-45	1649
DESULFOASV1_1028_knotted_carbamoyltransferase_YgeW	AF-Q46803-F1-model_v4	DESULFOASV1_1028_knotted_carbamoyltransferase_YgeW	AF-Q46803-F1-model_v4 Putative carbamoyltransferase YgeW	0.595	386	156	6	391	5	389	8.577E-54	2196
DESULFOASV1_1029_hypothetical_protein	AF-A0R7H5-F1-model_v4	DESULFOASV1_1029_hypothetical_protein	AF-A0R7H5-F1-model_v4 Leucine--tRNA ligase	0.244	49	36	17	64	174	222	3.115E+00	35
DESULFOASV1_1030_amino_acid_ABC_transporter_ATP-binding_protein	AF-P10346-F1-model_v4	DESULFOASV1_1030_amino_acid_ABC_transporter_ATP-binding_protein	AF-P10346-F1-model_v4 Glutamine transport ATP-binding protein GlnQ	0.631	239	88	5	243	1	239	4.157E-36	1482
DESULFOASV1_1031_ABC_transporter_permease_subunit	AF-P0AEQ9-F1-model_v4	DESULFOASV1_1031_ABC_transporter_permease_subunit	AF-P0AEQ9-F1-model_v4 Glutamine transport system permease protein GlnP	0.527	218	102	3	219	1	218	2.412E-18	1000
DESULFOASV1_1032_glutamine_ABC_transporter_substrate-binding_protein_GlnH	4f3p-assembly1.cif.gz_A	DESULFOASV1_1032_glutamine_ABC_transporter_substrate-binding_protein_GlnH	4f3p-assembly1.cif.gz_A Crystal structure of a Glutamine-binding periplasmic protein from Burkholderia pseudomallei in complex with glutamine	0.515	225	108	24	248	1	223	1.666E-34	1243
DESULFOASV1_1033_lysine_2-3-aminomutase	AF-Q8PYC9-F1-model_v4	DESULFOASV1_1033_lysine_2-3-aminomutase	AF-Q8PYC9-F1-model_v4 L-lysine 2,3-aminomutase	0.395	354	213	4	357	19	371	1.354E-38	1282
DESULFOASV1_1034_Zn-dependent_hydrolase	5thw-assembly2.cif.gz_D	DESULFOASV1_1034_Zn-dependent_hydrolase	5thw-assembly2.cif.gz_D Crystal structure of Amidase, hydantoinase/carbamoylase family from Burkholderia multivorans	0.420	407	235	5	410	3	409	6.236E-52	1971
DESULFOASV1_1035_RNA_polymerase_sigma_factor_RpoD	AF-P17531-F1-model_v4	DESULFOASV1_1035_RNA_polymerase_sigma_factor_RpoD	AF-P17531-F1-model_v4 RNA polymerase sigma factor RpoD	0.500	601	288	9	584	108	708	1.526E-43	1674
DESULFOASV1_1036_DNA_primase	AF-Q9KD44-F1-model_v4	DESULFOASV1_1036_DNA_primase	AF-Q9KD44-F1-model_v4 DNA primase	0.271	593	413	3	569	7	599	4.982E-38	1301
DESULFOASV1_1037_Smr-MutS_family_protein	AF-C6BSW8-F1-model_v4	DESULFOASV1_1037_Smr-MutS_family_protein	AF-C6BSW8-F1-model_v4 Endonuclease MutS2	0.489	776	392	1	776	1	769	4.168E-85	3006
DESULFOASV1_1038_GatB-YqeY_domain-containing_protein	AF-P54464-F1-model_v4	DESULFOASV1_1038_GatB-YqeY_domain-containing_protein	AF-P54464-F1-model_v4 Uncharacterized protein YqeY	0.355	148	95	8	155	1	148	1.767E-09	421
DESULFOASV1_1039_30S_ribosomal_protein_S21	AF-C6BSW6-F1-model_v4	DESULFOASV1_1039_30S_ribosomal_protein_S21	AF-C6BSW6-F1-model_v4 30S ribosomal protein S21	0.803	66	13	1	66	1	66	1.286E-07	200
DESULFOASV1_ORF_1040 not PDB100 or Swiss-Prot hit
DESULFOASV1_1041_HU_family_DNA-binding_protein	AF-Q7A5J1-F1-model_v4	DESULFOASV1_1041_HU_family_DNA-binding_protein	AF-Q7A5J1-F1-model_v4 DNA-binding protein HU	0.544	90	41	1	90	1	90	3.022E-11	453
DESULFOASV1_1042_16S_rRNA-adenine-1518-N-6-adenine-1519-N-6-dimethyltransferase_RsmA	AF-Q72B41-F1-model_v4	DESULFOASV1_1042_16S_rRNA-adenine-1518-N-6-adenine-1519-N-6-dimethyltransferase_RsmA	AF-Q72B41-F1-model_v4 Ribosomal RNA small subunit methyltransferase A	0.494	261	129	12	267	2	262	1.613E-36	1271
DESULFOASV1_1043_trehalose-6-phosphate_synthase	AF-G4RK44-F1-model_v4	DESULFOASV1_1043_trehalose-6-phosphate_synthase	AF-G4RK44-F1-model_v4 Bifunctional trehalose-6-phosphate synthase/phosphatase	0.391	469	283	5	473	1	465	3.846E-46	1900
DESULFOASV1_1044_DUF2062_domain-containing_protein	AF-O83493-F1-model_v4	DESULFOASV1_1044_DUF2062_domain-containing_protein	AF-O83493-F1-model_v4 Uncharacterized protein TP_0480	0.191	137	108	20	156	5	138	4.790E-03	141
DESULFOASV1_1045_elongation_factor_G	AF-Q2LUL6-F1-model_v4	DESULFOASV1_1045_elongation_factor_G	AF-Q2LUL6-F1-model_v4 Elongation factor G 2	0.506	675	333	6	680	1	675	3.483E-104	3986
DESULFOASV1_1046_hypothetical_protein	AF-Q5LL27-F1-model_v4	DESULFOASV1_1046_hypothetical_protein	AF-Q5LL27-F1-model_v4 Histidinol dehydrogenase	0.171	290	207	12	262	64	353	1.033E-09	254
DESULFOASV1_1047_outer_membrane_protein_assembly_factor_BamD	AF-Q72B03-F1-model_v4	DESULFOASV1_1047_outer_membrane_protein_assembly_factor_BamD	AF-Q72B03-F1-model_v4 Outer membrane protein assembly factor BamD	0.541	240	110	2	241	21	260	3.406E-20	946
DESULFOASV1_1048_thioredoxin	4ulx-assembly1.cif.gz_A	DESULFOASV1_1048_thioredoxin	4ulx-assembly1.cif.gz_A Crystal structure of ancestral thioredoxin, relative to the last common ancestor of the Cyanobacterial, Deinococcus and Thermus groups, LPBCA-L89K mutant.	0.601	103	41	1	103	1	103	1.172E-16	617
DESULFOASV1_1049_tRNA-adenosine-37-N6-threonylcarbamoyltransferase_complex_transferase_subunit_TsaD	AF-C6BTU8-F1-model_v4	DESULFOASV1_1049_tRNA-adenosine-37-N6-threonylcarbamoyltransferase_complex_transferase_subunit_TsaD	AF-C6BTU8-F1-model_v4 tRNA N6-adenosine threonylcarbamoyltransferase	0.569	349	150	2	349	3	351	6.202E-46	1764
DESULFOASV1_1050_class_1_fructose-bisphosphatase	AF-Q30ZN0-F1-model_v4	DESULFOASV1_1050_class_1_fructose-bisphosphatase	AF-Q30ZN0-F1-model_v4 Fructose-1,6-bisphosphatase class 1	0.665	337	113	3	339	2	338	4.517E-51	1892
DESULFOASV1_1051_lipoprotein	5ere-assembly1.cif.gz_A	DESULFOASV1_1051_lipoprotein	5ere-assembly1.cif.gz_A Extracellular ligand binding receptor from Desulfohalobium retbaense DSM5692	0.140	217	169	52	249	324	540	8.543E-11	273
DESULFOASV1_1052_tetratricopeptide_repeat_protein	5fzr-assembly2.cif.gz_D	DESULFOASV1_1052_tetratricopeptide_repeat_protein	5fzr-assembly2.cif.gz_D Designed TPR Protein M4N delta C (CF I)	0.240	79	59	5	82	23	101	2.475E-03	188
DESULFOASV1_1053_hypothetical_protein	AF-Q5QUC2-F1-model_v4	DESULFOASV1_1053_hypothetical_protein	AF-Q5QUC2-F1-model_v4 Cell division protein FtsB	0.261	84	61	5	88	2	85	2.188E-03	125
DESULFOASV1_1054_hypothetical_protein	5mj3-assembly1.cif.gz_C	DESULFOASV1_1054_hypothetical_protein	5mj3-assembly1.cif.gz_C INTERLEUKIN-23 COMPLEX WITH AN ANTAGONISTIC ALPHABODY, CRYSTAL FORM 1	0.073	82	65	5	75	3	84	1.459E+00	56
DESULFOASV1_1055_hypothetical_protein	4l4u-assembly1.cif.gz_A-2	DESULFOASV1_1055_hypothetical_protein	4l4u-assembly1.cif.gz_A-2 Crystal structure of construct containing A. aeolicus NtrC1 receiver, central and DNA binding domains	0.146	145	122	77	221	1	144	9.145E-06	177
DESULFOASV1_1056_PilT-PilU_family_type_4a_pilus_ATPase	AF-P24559-F1-model_v4	DESULFOASV1_1056_PilT-PilU_family_type_4a_pilus_ATPase	AF-P24559-F1-model_v4 Type IV pilus retractation ATPase PilT	0.384	356	211	1	356	1	343	5.967E-41	1451
DESULFOASV1_1057_type_IV_pilus_twitching_motility_protein_PilT	AF-P24559-F1-model_v4	DESULFOASV1_1057_type_IV_pilus_twitching_motility_protein_PilT	AF-P24559-F1-model_v4 Type IV pilus retractation ATPase PilT	0.578	342	143	4	345	3	343	8.302E-51	1944
DESULFOASV1_1058_CDP-diacylglycerol-glycerol-3-phosphate_3-phosphatidyltransferase	AF-Q4UN77-F1-model_v4	DESULFOASV1_1058_CDP-diacylglycerol-glycerol-3-phosphate_3-phosphatidyltransferase	AF-Q4UN77-F1-model_v4 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0.377	175	108	2	175	6	180	1.992E-11	561
DESULFOASV1_1059_hypothetical_protein	AF-O31608-F1-model_v4	DESULFOASV1_1059_hypothetical_protein	AF-O31608-F1-model_v4 Putative murein lytic transglycosylase YjbJ	0.314	181	123	5	185	1	180	1.770E-12	422
DESULFOASV1_1060_P-loop_NTPase	AF-A1C7T4-F1-model_v4	DESULFOASV1_1060_P-loop_NTPase	AF-A1C7T4-F1-model_v4 Cytosolic Fe-S cluster assembly factor nbp35	0.438	265	145	22	280	64	328	5.866E-31	1124
DESULFOASV1_1061_DUF368_domain-containing_protein	AF-B3Q5X8-F1-model_v4	DESULFOASV1_1061_DUF368_domain-containing_protein	AF-B3Q5X8-F1-model_v4 Undecaprenyl-diphosphatase	0.139	254	204	30	267	4	257	5.105E-02	56
DESULFOASV1_1062_protein-L-isoaspartate-D-aspartate-O-methyltransferase	AF-B8DJP7-F1-model_v4	DESULFOASV1_1062_protein-L-isoaspartate-D-aspartate-O-methyltransferase	AF-B8DJP7-F1-model_v4 Protein-L-isoaspartate O-methyltransferase	0.702	212	63	1	212	2	213	2.007E-37	1471
DESULFOASV1_1063_CBS_domain-containing_protein	2o16-assembly2.cif.gz_B	DESULFOASV1_1063_CBS_domain-containing_protein	2o16-assembly2.cif.gz_B Crystal structure of a putative acetoin utilization protein (AcuB) from Vibrio cholerae	0.375	141	81	1	141	2	132	8.188E-15	501
DESULFOASV1_1064_HypC-HybG-HupF_family_hydrogenase_formation_chaperone	AF-P28157-F1-model_v4	DESULFOASV1_1064_HypC-HybG-HupF_family_hydrogenase_formation_chaperone	AF-P28157-F1-model_v4 Hydrogenase maturation factor HypC	0.405	74	42	1	74	1	71	7.276E-07	287
DESULFOASV1_1065_HyaD-HybD_family_hydrogenase_maturation_endopeptidase	AF-Q56362-F1-model_v4	DESULFOASV1_1065_HyaD-HybD_family_hydrogenase_maturation_endopeptidase	AF-Q56362-F1-model_v4 Hydrogenase expression/formation protein HupD	0.363	164	103	1	163	1	164	7.388E-20	666
DESULFOASV1_1066_nickel-dependent_hydrogenase_large_subunit	1yq9-assembly1.cif.gz_H	DESULFOASV1_1066_nickel-dependent_hydrogenase_large_subunit	1yq9-assembly1.cif.gz_H Structure of the unready oxidized form of [NiFe] hydrogenase	0.635	530	192	23	552	1	527	1.891E-66	2835
