24/09/06 10:07:00 | INFO | root | Reading sequences from loki-ASV2_dfast_all_protein_ORFs.faa
24/09/06 10:10:08 | INFO | root | Predicted structure for LOKIASV2_24670 hypothetical protein with length 99, pLDDT 42.8, pTM 0.315 in 0.5s (amortized, batch size 10). 508 / 4544 completed.
24/09/06 10:10:08 | INFO | root | Predicted structure for LOKIASV2_26890 hypothetical protein with length 99, pLDDT 64.5, pTM 0.378 in 0.5s (amortized, batch size 10). 509 / 4544 completed.
24/09/06 10:10:08 | INFO | root | Predicted structure for LOKIASV2_29880 hypothetical protein with length 99, pLDDT 67.7, pTM 0.623 in 0.5s (amortized, batch size 10). 510 / 4544 completed.
24/09/06 10:10:08 | INFO | root | Predicted structure for LOKIASV2_14120 hypothetical protein with length 100, pLDDT 84.7, pTM 0.868 in 0.5s (amortized, batch size 10). 511 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_15890 hypothetical protein with length 100, pLDDT 50.0, pTM 0.403 in 0.5s (amortized, batch size 10). 512 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_27540 hypothetical protein with length 100, pLDDT 81.6, pTM 0.742 in 0.5s (amortized, batch size 10). 513 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_36160 hypothetical protein with length 100, pLDDT 84.2, pTM 0.837 in 0.5s (amortized, batch size 10). 514 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_01270 hypothetical protein with length 101, pLDDT 76.9, pTM 0.778 in 0.5s (amortized, batch size 10). 515 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_08550 glutaredoxin family protein with length 101, pLDDT 86.8, pTM 0.883 in 0.5s (amortized, batch size 10). 516 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_13500 hypothetical protein with length 101, pLDDT 83.4, pTM 0.803 in 0.5s (amortized, batch size 10). 517 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_16000 hypothetical protein with length 101, pLDDT 61.7, pTM 0.512 in 0.5s (amortized, batch size 10). 518 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_24270 MGMT family protein with length 101, pLDDT 86.7, pTM 0.857 in 0.5s (amortized, batch size 10). 519 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_26540 30S ribosomal protein S10 with length 101, pLDDT 74.7, pTM 0.681 in 0.5s (amortized, batch size 10). 520 / 4544 completed.
24/09/06 10:10:12 | INFO | root | Predicted structure for LOKIASV2_27920 hypothetical protein with length 101, pLDDT 85.9, pTM 0.871 in 0.5s (amortized, batch size 10). 521 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_44750 elongation factor 1-beta with length 101, pLDDT 82.3, pTM 0.780 in 0.5s (amortized, batch size 10). 522 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_00600 hypothetical protein with length 102, pLDDT 56.8, pTM 0.386 in 0.5s (amortized, batch size 10). 523 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_06120 hypothetical protein with length 102, pLDDT 56.9, pTM 0.384 in 0.5s (amortized, batch size 10). 524 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_07520 hypothetical protein with length 102, pLDDT 42.6, pTM 0.231 in 0.5s (amortized, batch size 10). 525 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_11810 hypothetical protein with length 102, pLDDT 78.6, pTM 0.748 in 0.5s (amortized, batch size 10). 526 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_15120 MazG nucleotide pyrophosphohydrolase domain-containing protein with length 102, pLDDT 83.7, pTM 0.787 in 0.5s (amortized, batch size 10). 527 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_20370 hypothetical protein with length 102, pLDDT 79.7, pTM 0.805 in 0.5s (amortized, batch size 10). 528 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_24860 UPF0147 family protein with length 102, pLDDT 80.7, pTM 0.769 in 0.5s (amortized, batch size 10). 529 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_26170 hypothetical protein with length 102, pLDDT 65.8, pTM 0.636 in 0.5s (amortized, batch size 10). 530 / 4544 completed.
24/09/06 10:10:17 | INFO | root | Predicted structure for LOKIASV2_30720 hypothetical protein with length 102, pLDDT 49.3, pTM 0.228 in 0.5s (amortized, batch size 10). 531 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_40600 50S ribosomal protein P1 with length 102, pLDDT 60.9, pTM 0.439 in 0.5s (amortized, batch size 9). 532 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_13320 hypothetical protein with length 103, pLDDT 63.3, pTM 0.567 in 0.5s (amortized, batch size 9). 533 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_16630 hypothetical protein with length 103, pLDDT 65.7, pTM 0.425 in 0.5s (amortized, batch size 9). 534 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_26320 hypothetical protein with length 103, pLDDT 67.8, pTM 0.489 in 0.5s (amortized, batch size 9). 535 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_33880 hypothetical protein with length 103, pLDDT 52.4, pTM 0.521 in 0.5s (amortized, batch size 9). 536 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_34000 hypothetical protein with length 103, pLDDT 46.8, pTM 0.215 in 0.5s (amortized, batch size 9). 537 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_36930 hypothetical protein with length 103, pLDDT 63.2, pTM 0.423 in 0.5s (amortized, batch size 9). 538 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_37280 hypothetical protein with length 103, pLDDT 69.6, pTM 0.659 in 0.5s (amortized, batch size 9). 539 / 4544 completed.
24/09/06 10:10:21 | INFO | root | Predicted structure for LOKIASV2_38710 hypothetical protein with length 103, pLDDT 79.1, pTM 0.748 in 0.5s (amortized, batch size 9). 540 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_39690 hypothetical protein with length 103, pLDDT 75.6, pTM 0.693 in 0.5s (amortized, batch size 9). 541 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_43430 hypothetical protein with length 103, pLDDT 64.0, pTM 0.503 in 0.5s (amortized, batch size 9). 542 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_01640 hypothetical protein with length 104, pLDDT 63.1, pTM 0.519 in 0.5s (amortized, batch size 9). 543 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_03300 N-A with length 104, pLDDT 89.4, pTM 0.871 in 0.5s (amortized, batch size 9). 544 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_03600 hypothetical protein with length 104, pLDDT 66.4, pTM 0.418 in 0.5s (amortized, batch size 9). 545 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_06530 hypothetical protein with length 104, pLDDT 74.5, pTM 0.712 in 0.5s (amortized, batch size 9). 546 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_06590 hypothetical protein with length 104, pLDDT 78.8, pTM 0.766 in 0.5s (amortized, batch size 9). 547 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_13670 hypothetical protein with length 104, pLDDT 72.6, pTM 0.662 in 0.5s (amortized, batch size 9). 548 / 4544 completed.
24/09/06 10:10:26 | INFO | root | Predicted structure for LOKIASV2_28180 hypothetical protein with length 104, pLDDT 85.2, pTM 0.701 in 0.5s (amortized, batch size 9). 549 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_29280 hypothetical protein with length 104, pLDDT 55.7, pTM 0.414 in 0.5s (amortized, batch size 9). 550 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_30650 hypothetical protein with length 104, pLDDT 57.2, pTM 0.457 in 0.5s (amortized, batch size 9). 551 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_37440 hypothetical protein with length 104, pLDDT 78.0, pTM 0.766 in 0.5s (amortized, batch size 9). 552 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_43140 hypothetical protein with length 104, pLDDT 46.7, pTM 0.410 in 0.5s (amortized, batch size 9). 553 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_44010 hypothetical protein with length 104, pLDDT 84.8, pTM 0.848 in 0.5s (amortized, batch size 9). 554 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_04260 hypothetical protein with length 105, pLDDT 82.0, pTM 0.838 in 0.5s (amortized, batch size 9). 555 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_05000 hypothetical protein with length 105, pLDDT 81.5, pTM 0.807 in 0.5s (amortized, batch size 9). 556 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_09110 hypothetical protein with length 105, pLDDT 36.4, pTM 0.194 in 0.5s (amortized, batch size 9). 557 / 4544 completed.
24/09/06 10:10:30 | INFO | root | Predicted structure for LOKIASV2_13420 MazG nucleotide pyrophosphohydrolase domain-containing protein with length 105, pLDDT 80.4, pTM 0.797 in 0.5s (amortized, batch size 9). 558 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_17990 hypothetical protein with length 105, pLDDT 81.4, pTM 0.586 in 0.5s (amortized, batch size 9). 559 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_20820 hypothetical protein with length 105, pLDDT 67.5, pTM 0.630 in 0.5s (amortized, batch size 9). 560 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_35210 hypothetical protein with length 105, pLDDT 68.9, pTM 0.642 in 0.5s (amortized, batch size 9). 561 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_35570 hypothetical protein with length 105, pLDDT 48.6, pTM 0.241 in 0.5s (amortized, batch size 9). 562 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_39260 hypothetical protein with length 105, pLDDT 54.2, pTM 0.367 in 0.5s (amortized, batch size 9). 563 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_39920 hypothetical protein with length 105, pLDDT 60.7, pTM 0.478 in 0.5s (amortized, batch size 9). 564 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_41600 hypothetical protein with length 105, pLDDT 55.9, pTM 0.438 in 0.5s (amortized, batch size 9). 565 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_44550 hypothetical protein with length 105, pLDDT 82.1, pTM 0.848 in 0.5s (amortized, batch size 9). 566 / 4544 completed.
24/09/06 10:10:35 | INFO | root | Predicted structure for LOKIASV2_04310 hypothetical protein with length 106, pLDDT 86.8, pTM 0.854 in 0.5s (amortized, batch size 9). 567 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_05400 hypothetical protein with length 106, pLDDT 73.0, pTM 0.726 in 0.5s (amortized, batch size 9). 568 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_06610 hypothetical protein with length 106, pLDDT 77.9, pTM 0.587 in 0.5s (amortized, batch size 9). 569 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_14230 hypothetical protein with length 106, pLDDT 78.2, pTM 0.543 in 0.5s (amortized, batch size 9). 570 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_21040 hypothetical protein with length 106, pLDDT 64.2, pTM 0.496 in 0.5s (amortized, batch size 9). 571 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_21770 TIGR04076 family protein with length 106, pLDDT 80.4, pTM 0.814 in 0.5s (amortized, batch size 9). 572 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_23220 hypothetical protein with length 106, pLDDT 76.1, pTM 0.752 in 0.5s (amortized, batch size 9). 573 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_28010 hypothetical protein with length 106, pLDDT 48.9, pTM 0.351 in 0.5s (amortized, batch size 9). 574 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_37660 hypothetical protein with length 106, pLDDT 31.0, pTM 0.203 in 0.5s (amortized, batch size 9). 575 / 4544 completed.
24/09/06 10:10:39 | INFO | root | Predicted structure for LOKIASV2_39510 hypothetical protein with length 106, pLDDT 58.5, pTM 0.587 in 0.5s (amortized, batch size 9). 576 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_39650 hypothetical protein with length 106, pLDDT 53.4, pTM 0.392 in 0.5s (amortized, batch size 9). 577 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_04300 hypothetical protein with length 107, pLDDT 39.9, pTM 0.285 in 0.5s (amortized, batch size 9). 578 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_06570 hypothetical protein with length 107, pLDDT 66.0, pTM 0.620 in 0.5s (amortized, batch size 9). 579 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_19280 nucleotidyltransferase with length 107, pLDDT 83.9, pTM 0.845 in 0.5s (amortized, batch size 9). 580 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_28100 hypothetical protein with length 107, pLDDT 46.8, pTM 0.324 in 0.5s (amortized, batch size 9). 581 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_38360 hypothetical protein with length 107, pLDDT 57.7, pTM 0.423 in 0.5s (amortized, batch size 9). 582 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_00730 hypothetical protein with length 108, pLDDT 71.3, pTM 0.716 in 0.5s (amortized, batch size 9). 583 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_09830 hypothetical protein with length 108, pLDDT 82.8, pTM 0.853 in 0.5s (amortized, batch size 9). 584 / 4544 completed.
24/09/06 10:10:44 | INFO | root | Predicted structure for LOKIASV2_13760 hypothetical protein with length 108, pLDDT 28.4, pTM 0.116 in 0.5s (amortized, batch size 9). 585 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_22670 hypothetical protein with length 108, pLDDT 80.7, pTM 0.652 in 0.5s (amortized, batch size 9). 586 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_23190 hypothetical protein with length 108, pLDDT 65.0, pTM 0.370 in 0.5s (amortized, batch size 9). 587 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_25500 hypothetical protein with length 108, pLDDT 47.9, pTM 0.257 in 0.5s (amortized, batch size 9). 588 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_27660 hypothetical protein with length 108, pLDDT 63.9, pTM 0.595 in 0.5s (amortized, batch size 9). 589 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_30490 hypothetical protein with length 108, pLDDT 43.6, pTM 0.351 in 0.5s (amortized, batch size 9). 590 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_32450 hypothetical protein with length 108, pLDDT 73.6, pTM 0.755 in 0.5s (amortized, batch size 9). 591 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_45310 hypothetical protein with length 108, pLDDT 70.5, pTM 0.692 in 0.5s (amortized, batch size 9). 592 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_02900 50S ribosomal protein L21e with length 109, pLDDT 68.8, pTM 0.654 in 0.5s (amortized, batch size 9). 593 / 4544 completed.
24/09/06 10:10:49 | INFO | root | Predicted structure for LOKIASV2_14470 hypothetical protein with length 109, pLDDT 35.8, pTM 0.209 in 0.5s (amortized, batch size 9). 594 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_15190 hypothetical protein with length 109, pLDDT 82.3, pTM 0.800 in 0.5s (amortized, batch size 9). 595 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_16670 hypothetical protein with length 109, pLDDT 65.8, pTM 0.674 in 0.5s (amortized, batch size 9). 596 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_18270 hypothetical protein with length 109, pLDDT 45.9, pTM 0.337 in 0.5s (amortized, batch size 9). 597 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_21510 hypothetical protein with length 109, pLDDT 64.1, pTM 0.553 in 0.5s (amortized, batch size 9). 598 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_37420 hypothetical protein with length 109, pLDDT 83.4, pTM 0.443 in 0.5s (amortized, batch size 9). 599 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_38750 hypothetical protein with length 109, pLDDT 79.2, pTM 0.806 in 0.5s (amortized, batch size 9). 600 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_41380 hypothetical protein with length 109, pLDDT 56.2, pTM 0.398 in 0.5s (amortized, batch size 9). 601 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_45330 hypothetical protein with length 109, pLDDT 68.5, pTM 0.632 in 0.5s (amortized, batch size 9). 602 / 4544 completed.
24/09/06 10:10:54 | INFO | root | Predicted structure for LOKIASV2_01700 hypothetical protein with length 110, pLDDT 71.7, pTM 0.751 in 0.5s (amortized, batch size 9). 603 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_12880 30S ribosomal protein S24e with length 110, pLDDT 78.3, pTM 0.732 in 0.6s (amortized, batch size 9). 604 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_14200 hypothetical protein with length 110, pLDDT 63.0, pTM 0.631 in 0.6s (amortized, batch size 9). 605 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_21460 hypothetical protein with length 110, pLDDT 84.0, pTM 0.653 in 0.6s (amortized, batch size 9). 606 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_24020 hypothetical protein with length 110, pLDDT 66.8, pTM 0.451 in 0.6s (amortized, batch size 9). 607 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_25030 hypothetical protein with length 110, pLDDT 36.0, pTM 0.203 in 0.6s (amortized, batch size 9). 608 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_33790 hypothetical protein with length 110, pLDDT 51.4, pTM 0.396 in 0.6s (amortized, batch size 9). 609 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_41350 hypothetical protein with length 110, pLDDT 36.9, pTM 0.227 in 0.6s (amortized, batch size 9). 610 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_04890 hypothetical protein with length 111, pLDDT 80.0, pTM 0.787 in 0.6s (amortized, batch size 9). 611 / 4544 completed.
24/09/06 10:10:59 | INFO | root | Predicted structure for LOKIASV2_06850 DUF211 domain-containing protein with length 111, pLDDT 74.2, pTM 0.738 in 0.6s (amortized, batch size 9). 612 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_14360 hypothetical protein with length 111, pLDDT 39.4, pTM 0.226 in 0.6s (amortized, batch size 9). 613 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_15150 hypothetical protein with length 111, pLDDT 63.7, pTM 0.554 in 0.6s (amortized, batch size 9). 614 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_34160 hypothetical protein with length 111, pLDDT 55.1, pTM 0.401 in 0.6s (amortized, batch size 9). 615 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_35730 hypothetical protein with length 111, pLDDT 64.6, pTM 0.540 in 0.6s (amortized, batch size 9). 616 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_43340 hypothetical protein with length 111, pLDDT 42.6, pTM 0.119 in 0.6s (amortized, batch size 9). 617 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_09810 sulfurtransferase complex subunit TusD with length 112, pLDDT 77.1, pTM 0.790 in 0.6s (amortized, batch size 9). 618 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_11720 hypothetical protein with length 112, pLDDT 64.6, pTM 0.580 in 0.6s (amortized, batch size 9). 619 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_12650 carboxymuconolactone decarboxylase family protein with length 112, pLDDT 85.4, pTM 0.852 in 0.6s (amortized, batch size 9). 620 / 4544 completed.
24/09/06 10:11:04 | INFO | root | Predicted structure for LOKIASV2_13920 hypothetical protein with length 112, pLDDT 76.1, pTM 0.579 in 0.6s (amortized, batch size 9). 621 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_20380 hypothetical protein with length 112, pLDDT 79.0, pTM 0.824 in 0.6s (amortized, batch size 9). 622 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_21270 hypothetical protein with length 112, pLDDT 79.1, pTM 0.791 in 0.6s (amortized, batch size 9). 623 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_26270 hypothetical protein with length 112, pLDDT 84.9, pTM 0.853 in 0.6s (amortized, batch size 9). 624 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_29460 stress response translation initiation inhibitor YciH with length 112, pLDDT 73.1, pTM 0.674 in 0.6s (amortized, batch size 9). 625 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_41640 hypothetical protein with length 112, pLDDT 75.1, pTM 0.708 in 0.6s (amortized, batch size 9). 626 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_44790 hypothetical protein with length 112, pLDDT 83.8, pTM 0.799 in 0.6s (amortized, batch size 9). 627 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_03070 hypothetical protein with length 113, pLDDT 55.4, pTM 0.474 in 0.6s (amortized, batch size 9). 628 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_07850 hypothetical protein with length 113, pLDDT 57.8, pTM 0.469 in 0.6s (amortized, batch size 9). 629 / 4544 completed.
24/09/06 10:11:09 | INFO | root | Predicted structure for LOKIASV2_10700 hypothetical protein with length 113, pLDDT 70.2, pTM 0.728 in 0.6s (amortized, batch size 9). 630 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_15140 hypothetical protein with length 113, pLDDT 58.6, pTM 0.529 in 0.6s (amortized, batch size 9). 631 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_23610 cupin domain-containing protein with length 113, pLDDT 87.8, pTM 0.873 in 0.6s (amortized, batch size 9). 632 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_31980 hypothetical protein with length 113, pLDDT 58.9, pTM 0.287 in 0.6s (amortized, batch size 9). 633 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_33960 hypothetical protein with length 113, pLDDT 32.4, pTM 0.188 in 0.6s (amortized, batch size 9). 634 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_35960 hypothetical protein with length 113, pLDDT 65.6, pTM 0.644 in 0.6s (amortized, batch size 9). 635 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_36220 hypothetical protein with length 113, pLDDT 87.9, pTM 0.889 in 0.6s (amortized, batch size 9). 636 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_42690 hypothetical protein with length 113, pLDDT 73.4, pTM 0.710 in 0.6s (amortized, batch size 9). 637 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_02350 hypothetical protein with length 114, pLDDT 83.2, pTM 0.862 in 0.6s (amortized, batch size 9). 638 / 4544 completed.
24/09/06 10:11:14 | INFO | root | Predicted structure for LOKIASV2_19270 DUF86 domain-containing protein with length 114, pLDDT 88.9, pTM 0.897 in 0.6s (amortized, batch size 9). 639 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_19460 hypothetical protein with length 114, pLDDT 79.1, pTM 0.763 in 0.6s (amortized, batch size 8). 640 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_21230 hypothetical protein with length 114, pLDDT 59.3, pTM 0.609 in 0.6s (amortized, batch size 8). 641 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_27680 hypothetical protein with length 114, pLDDT 39.8, pTM 0.320 in 0.6s (amortized, batch size 8). 642 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_31380 hypothetical protein with length 114, pLDDT 78.6, pTM 0.781 in 0.6s (amortized, batch size 8). 643 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_05390 30S ribosomal protein S17 with length 115, pLDDT 77.3, pTM 0.760 in 0.6s (amortized, batch size 8). 644 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_08560 hypothetical protein with length 115, pLDDT 84.9, pTM 0.854 in 0.6s (amortized, batch size 8). 645 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_10050 hypothetical protein with length 115, pLDDT 77.7, pTM 0.775 in 0.6s (amortized, batch size 8). 646 / 4544 completed.
24/09/06 10:11:19 | INFO | root | Predicted structure for LOKIASV2_16820 hypothetical protein with length 115, pLDDT 44.6, pTM 0.182 in 0.6s (amortized, batch size 8). 647 / 4544 completed.
24/09/06 10:11:24 | INFO | root | Predicted structure for LOKIASV2_21780 hypothetical protein with length 115, pLDDT 79.6, pTM 0.773 in 0.6s (amortized, batch size 8). 648 / 4544 completed.
24/09/06 10:11:24 | INFO | root | Predicted structure for LOKIASV2_36520 hypothetical protein with length 115, pLDDT 75.7, pTM 0.789 in 0.6s (amortized, batch size 8). 649 / 4544 completed.
24/09/06 10:11:24 | INFO | root | Predicted structure for LOKIASV2_41280 hypothetical protein with length 115, pLDDT 31.2, pTM 0.220 in 0.6s (amortized, batch size 8). 650 / 4544 completed.
24/09/06 10:11:24 | INFO | root | Predicted structure for LOKIASV2_43950 hypothetical protein with length 115, pLDDT 59.1, pTM 0.256 in 0.6s (amortized, batch size 8). 651 / 4544 completed.
