original_ORF_annotation	foldseek description	evalue
hypothetical protein	Uncharacterized HTH-type transcriptional regulator MJ1398 	0.0000000004050000000000000000000000000000000000000
SDR family oxidoreductase	Probable short-chain type dehydrogenase/reductase VdlC 	0.0000000000000000000001030000000000000000000000000
molecular chaperone DnaJ	Chaperone protein DnaJ 	0.0000000000000000000000000000000000000000000001050
hypothetical protein	Solution Structure Of Protein DSY2949 From Desulfitobacterium hafniense. Northeast Structural Genomics Consortium Target DhR27 	0.0000001040000000000000000000000000000000000000000
hypothetical protein	Structure of Leptospira interrogans LRR protein LIC12234 	0.0000000001460000000000000000000000000000000000000
Gfo-Idh-MocA family oxidoreductase	"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase "	0.0000000000000000000000000000000001050000000000000
hypothetical protein	Bacint_04212 ferulic acid esterase 	0.0000000000000015300000000000000000000000000000000
molecular chaperone DnaK	Chaperone protein dnaK 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of the complex between the conserved cell polarity proteins Inscuteable and LGN 	0.0000189700000000000000000000000000000000000000000
hypothetical protein	Crystal structure of the viral Zalpha domain bound to left-handed Z-DNA 	0.0468700000000000000000000000000000000000000000000
hypothetical protein	Transcription antitermination protein NusB 	8.7180000000000000000000000000000000000000000000000
hypothetical protein	X-ray crystal structure of Pyrococcus furiosus general transcription factor TFE-alpha 	0.2210000000000000000000000000000000000000000000000
"ribose 1,5-bisphosphokinase"	"Ribose 1,5-bisphosphate phosphokinase PhnN "	0.0000000000000000000251000000000000000000000000000
isoprenylcysteine carboxylmethyltransferase family protein	PEMT/PEM2 methyltransferase family protein 	0.0000471300000000000000000000000000000000000000000
hypothetical protein	Protein MULTIPLE CHLOROPLAST DIVISION SITE 1 	7.3070000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of a histidine triad (HIT) protein (SMc02904) from SINORHIZOBIUM MELILOTI 1021 at 2.06 A resolution 	0.0064600000000000000000000000000000000000000000000
hypothetical protein	Flavo-diiron protein FprA2 	0.0000000007090000000000000000000000000000000000000
ArsB-NhaD family transporter	Uncharacterized transporter Rv2684 	0.0000000000000001840000000000000000000000000000000
alanyl-tRNA editing protein AlaXM	Alanyl-tRNA editing protein AlaX-M 	0.0000000000000000000000000000000005330000000000000
hypothetical protein	Putative transposase InsQ for insertion sequence element IS609 	0.0000531200000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ1462 	0.1646000000000000000000000000000000000000000000000
hypothetical protein	GEF domain of DENND 1B in complex with Rab GTPase Rab35 	0.0000546400000000000000000000000000000000000000000
chromosome segregation protein SMC	Chromosome partition protein Smc 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Crytsal structure of ScpB derived from Pyrococcus yayanosii 	0.0000000000855000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0811 	0.0000000081700000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein YeaC 	0.0000000000000438000000000000000000000000000000000
hypothetical protein	Crystal Structure of the ExsC-ExsE Complex 	0.0000133200000000000000000000000000000000000000000
hypothetical protein	ttSlyD FKBP domain with M8A pseudo-wild-type S2 peptide 	0.0051380000000000000000000000000000000000000000000
putative cobaltochelatase	Magnesium-chelatase 67 kDa subunit 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	G-protein coupled receptor 3 	0.0456000000000000000000000000000000000000000000000
CTP synthase	CTP synthase 	0.0000000000000000000000000000000000000000000000000
threonine synthase	Threonine synthase 	0.0000000000000000000000000000000000000007680000000
hypothetical protein	Taste receptor type 2 member 50 	0.0030990000000000000000000000000000000000000000000
hypothetical protein	Two-component response regulator ARR14 	0.0000004990000000000000000000000000000000000000000
type I glutamate--ammonia ligase	Glutamine synthetase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	CTL-like protein DDB_G0274487 	0.0000066850000000000000000000000000000000000000000
hypothetical protein	crystal structure of LGN/mInscuteable complex 	0.0101200000000000000000000000000000000000000000000
zinc transporter ZupT	Zinc transporter ZupT 	0.0000000032000000000000000000000000000000000000000
manganese ABC transporter ATP-binding protein MntB	Zinc uptake system ATP-binding protein ZurA 	0.0000000000000000000000004370000000000000000000000
metal ABC transporter permease	Manganese transport system membrane protein MntC 	0.0000000000000000001230000000000000000000000000000
metal ABC transporter substrate-binding protein	Manganese-binding lipoprotein MntA 	0.0000000000000000000030800000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator MJ0568 	0.0000058750000000000000000000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator PH0140 	0.0000000000107000000000000000000000000000000000000
hypothetical protein	Crystal Structure of IclR Family Transcriptional Regulator from Brucella abortus 	0.0073290000000000000000000000000000000000000000000
hypothetical protein	"Structure of TrmBL2, an archaeal chromatin protein, shows a novel mode of DNA binding. "	0.0000000025900000000000000000000000000000000000000
hypothetical protein	Crystal Structure of Roadblock/LC7 Domain from Streptomyces avermitilis 	0.0000039620000000000000000000000000000000000000000
ribonuclease Z	Ribonuclease Z 	0.0000000000000000000010500000000000000000000000000
hypothetical protein	Monoglyceride lipase 	0.0000000000000000000056800000000000000000000000000
hypothetical protein	Y370G Active Site Mutant of the Sialidase from Micromonospora viridifaciens in complex with beta-Neu5Ac (sialic acid). 	0.0000000000071500000000000000000000000000000000000
hypothetical protein	Spermidine/spermine N(1)-acetyltransferase 	0.0000000003960000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein AF_0569 	0.0791200000000000000000000000000000000000000000000
roadblock-LC7 domain-containing protein	Uncharacterized protein MJ0310 	0.0000000000252000000000000000000000000000000000000
hypothetical protein	Transcription initiation factor IIB 	0.0000000000012000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein BB_0381 	0.0000000000000000369000000000000000000000000000000
hypothetical protein	Rpn11 homolog from Caldiarchaeum Subterraneum 	0.0000000067400000000000000000000000000000000000000
hypothetical protein	Complex structure of Methane monooxygenase hydroxylase in complex with inhibitory subunit 	0.0519600000000000000000000000000000000000000000000
hypothetical protein	Kynurenine formamidase 	0.3854000000000000000000000000000000000000000000000
hypothetical protein	Crystal Structure of metal-dependent hydrolase complexed with manganese from Bacillus smithii 	0.0000331700000000000000000000000000000000000000000
DUF302 domain-containing protein	Crystal structure of uncharacterized conserved protein DUF302 from Bacillus stearothermophilus 	0.0000000001020000000000000000000000000000000000000
carboxymuconolactone decarboxylase family protein	Uncharacterized protein H16_B0147 	0.0000006440000000000000000000000000000000000000000
hypothetical protein	The crystal structure of the Thioredoxin A2 from Sulfolobus solfataricus 	0.0000000002520000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0711 	0.0000691400000000000000000000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator PYRAB04820 	0.0000000000224000000000000000000000000000000000000
hypothetical protein	Probable tRNA (guanine(10)-N2)-dimethyltransferase 	0.0000000015800000000000000000000000000000000000000
NAD-P--FAD-dependent oxidoreductase	Digeranylgeranylglycerophospholipid reductase 3 	0.0000000000000000000000000000000476000000000000000
DUF547 domain-containing protein	Crystal structure of human 14-3-3 gamma in complex with CaMKK2 14-3-3 binding motif Ser100 and Fusicoccin A 	8.9600000000000000000000000000000000000000000000000
mucoidy inhibitor MuiA	Protein F37C4.5 	0.0000000000000000000000000000000000001740000000000
HAD family hydrolase	Putative pyrophosphatase PpaX 	0.0000000000000079500000000000000000000000000000000
hypothetical protein	SPbeta prophage-derived uncharacterized protein YotI 	2.2650000000000000000000000000000000000000000000000
hypothetical protein	Serine/threonine-protein phosphatase PP1 isozyme 2 	0.0000000000000104000000000000000000000000000000000
YjjG family noncanonical pyrimidine nucleotidase	Pyrimidine 5'-nucleotidase YjjG 	0.0000000000000179000000000000000000000000000000000
hypothetical protein	Ubiquitin-conjugating enzyme E2 U 	3.8890000000000000000000000000000000000000000000000
3-oxoacyl-[acyl-carrier-protein] reductase	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX "	0.0000000000000000000001200000000000000000000000000
hypothetical protein	Synaptonemal complex protein 2 	5.6070000000000000000000000000000000000000000000000
hypothetical protein	Calcium-binding and coiled-coil domain-containing protein 2 	0.2246000000000000000000000000000000000000000000000
hypothetical protein	Zinc finger protein 280D 	0.9879000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of native alpha-2-macroglobulin from Escherichia coli spanning the residues from domain MG7 to the C-terminus. 	0.0000716100000000000000000000000000000000000000000
DNA-directed RNA polymerase	DNA-directed RNA polymerase subunit E' 	0.0000000000000000000000003830000000000000000000000
DNA-directed RNA polymerase subunit E''	Transcription elongation factor Spt4 	0.0000000115000000000000000000000000000000000000000
hypothetical protein	Phosphoserine phosphatase 	1.5590000000000000000000000000000000000000000000000
hypothetical protein	GTP-dependent dephospho-CoA kinase 	0.0000000000000514000000000000000000000000000000000
hypothetical protein		
30S ribosomal protein S24e	30S ribosomal protein S24e 	0.0000000001560000000000000000000000000000000000000
hypothetical protein	30S ribosomal protein S27ae 	0.0000058810000000000000000000000000000000000000000
bifunctional N-6--L-threonylcarbamoyladenine synthase-serine-threonine protein kinase	Probable bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Tubulin-CopN-alphaRep complex 	0.0000000117000000000000000000000000000000000000000
HAD-IIA family hydrolase	Acid sugar phosphatase 	0.0000000000000000000000000002120000000000000000000
hypothetical protein	Hallucinated C3 protein assembly HALC3_104 	6.9380000000000000000000000000000000000000000000000
histidine--tRNA ligase	Histidine--tRNA ligase 	0.0000000000000000000000000000000000000000012300000
hypothetical protein	"Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase "	0.0000060120000000000000000000000000000000000000000
N-acetylglucosamine-6-phosphate deacetylase	N-acetylglucosamine-6-phosphate deacetylase 	0.0000000000000000000000003350000000000000000000000
glucosamine-6-phosphate deaminase	Glucosamine-6-phosphate deaminase 	0.0000000000000000000000015000000000000000000000000
MFS transporter	Uncharacterized symporter YnaJ 	0.0000000000000000001830000000000000000000000000000
hypothetical protein	Protein sfk1 	0.0256300000000000000000000000000000000000000000000
DNA-directed RNA polymerase subunit N	Cryo-EM structure of the cellular negative regulator TFS4 bound to the archaeal RNA polymerase 	0.0000427100000000000000000000000000000000000000000
50S ribosomal protein L7Ae	50S ribosomal protein L7Ae 	0.0000000000000004490000000000000000000000000000000
30S ribosomal protein S28e	30S ribosomal protein S28e 	0.0000000305000000000000000000000000000000000000000
hypothetical protein	30S ribosomal protein S6e 	0.0000000000001560000000000000000000000000000000000
translation initiation factor IF-2	Probable translation initiation factor IF-2 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of acetyltransferase from Bacillus anthracis 	0.0000000000000000002170000000000000000000000000000
hypothetical protein	Crystal Structure of the sugar binding domain of the archaeal transcriptional regulator TrmB 	0.0000048680000000000000000000000000000000000000000
GNAT family N-acetyltransferase	Glycine N-acyltransferase 	0.0000000000003970000000000000000000000000000000000
glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Transmembrane protein 221 	0.4103000000000000000000000000000000000000000000000
hypothetical protein	The Crystal Structure of smu.1704 from Streptococcus mutans UA159 	0.0000166700000000000000000000000000000000000000000
hypothetical protein	Uncharacterized WD repeat-containing protein all2124 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	"Crystal Structure of an Acetyltransferase (PaiA) in complex with CoA and DTT from Bacillus subtilis, Northeast Structural Genomics Target SR64. "	0.0000001070000000000000000000000000000000000000000
peptidylprolyl isomerase	Short-type peptidyl-prolyl cis-trans isomerase 	0.0000000000000234000000000000000000000000000000000
hypothetical protein	Crystal structure of gp37(Dip) from bacteriophage phiKZ bound to RNase E of Pseudomonas aeruginosa 	0.0595400000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0500 	0.0000000000000120000000000000000000000000000000000
hypothetical protein	Serine/threonine-protein phosphatase 4 catalytic subunit 	0.0000000000000000000000699000000000000000000000000
alpha-mannosidase	Alpha-mannosidase 2C1 	0.0000000000000000000000000000000000000000000000000
ZIP family metal transporter	Zinc transporter ZIP11 	0.0000000000000485000000000000000000000000000000000
hypothetical protein	Circular tandem repeat protein with novel repeat topology and enhanced subunit contact surfaces 	0.0003909000000000000000000000000000000000000000000
MBL fold metallo-hydrolase	UPF0282 protein MM_2966 	0.0000000000000000000000000000000003600000000000000
hypothetical protein	Serine/threonine-protein phosphatase PP1 	0.0000000000000000000504000000000000000000000000000
hypothetical protein	Intracellular Ser/Thr protein kinase domain of Mycobacterium tuberculosis PknB. 	0.0000000000001300000000000000000000000000000000000
hypothetical protein		
ribonuclease Z	Ribonuclease Z 	0.0000000000000000000000000000195000000000000000000
hypothetical protein	Structure of Sulfurtransferase 	0.0195200000000000000000000000000000000000000000000
hypothetical protein	Structures of the LGN/NuMA complex 	0.0000003680000000000000000000000000000000000000000
bis-5'-nucleosyl--tetraphosphatase	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] 	0.0000000000001880000000000000000000000000000000000
hypothetical protein	Phosphate regulon transcriptional regulatory protein PhoB 	0.0000046620000000000000000000000000000000000000000
"NADH-dependent [FeFe] hydrogenase, group A6"	NADP-reducing hydrogenase subunit HndD 	0.0000000000000000000000000000000000000000000000000
NADH-quinone oxidoreductase subunit NuoF	NADP-reducing hydrogenase subunit HndC 	0.0000000000000000000000000000000000000000000000000
NADH-quinone oxidoreductase subunit NuoE	NADP-reducing hydrogenase subunit HndA 	0.0000000000000000043200000000000000000000000000000
hypothetical protein	Uncharacterized protein Rv0093c 	0.2926000000000000000000000000000000000000000000000
hypothetical protein	Ras-related protein RABA5e 	0.0000000000000000000255000000000000000000000000000
hypothetical protein	Energy-coupling factor transporter transmembrane protein EcfT 	0.0000045140000000000000000000000000000000000000000
ATP-binding cassette domain-containing protein	Putative ABC transporter ATP-binding protein PYRAB03730 	0.0000000000000000000000000040600000000000000000000
hypothetical protein	Crystal structure of an S-component of ECF transporter 	0.0063890000000000000000000000000000000000000000000
dihydrolipoyl dehydrogenase	Dihydrolipoyl dehydrogenase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Endoplasmic reticulum transmembrane protein YET-like 	2.6690000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of the artificial alpharep-7 octarellinV.1 complex 	0.0000000000609000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein Mb1309 	0.0002527000000000000000000000000000000000000000000
hypothetical protein		
MazG nucleotide pyrophosphohydrolase domain-containing protein	Uncharacterized protein YvdC 	0.0008606000000000000000000000000000000000000000000
RNA-guided endonuclease TnpB family protein	Putative transposase in snaA-snaB intergenic region 	0.0000000000000000000054000000000000000000000000000
IS200-IS605 family transposase	DEINOCOCCUS RADIODURANS ISDRA2 TRANSPOSASE RIGHT END DNA COMPLEX 	0.0000000000002880000000000000000000000000000000000
DNA polymerase IV	DNA polymerase IV 2 	0.0000000000000000000000000000000000000000000241000
hypothetical protein	Blue-light-activated protein 	0.0000000000000000000000000000000000014400000000000
nickel pincer cofactor biosynthesis protein LarB	Uncharacterized protein MJ0165 	0.0000000000000000000000000020700000000000000000000
hypothetical protein	Stage V sporulation protein K 	1.1730000000000000000000000000000000000000000000000
hypothetical protein	"Chimeric protein of human UFM1 E3 ligase, UFL1, and DDRGK1 "	0.0000044180000000000000000000000000000000000000000
hypothetical protein	Crystal structure of Sulfolobus solfataricus Hsp20.1 ACD 	0.0000012190000000000000000000000000000000000000000
hypothetical protein	Crystal structure of Sulfolobus solfataricus Hsp20.1 ACD 	0.0000009210000000000000000000000000000000000000000
hypothetical protein	Probable 15 kDa heat shock protein 	0.0000000608000000000000000000000000000000000000000
hypothetical protein	Outer membrane protein P2 	1.0460000000000000000000000000000000000000000000000
hypothetical protein	UPF0259 membrane protein KPK_3195 	0.0002334000000000000000000000000000000000000000000
hypothetical protein	Multidrug resistance protein MdtG 	0.0000000000110000000000000000000000000000000000000
hypothetical protein	AB hydrolase superfamily protein YisY 	0.0000000000019500000000000000000000000000000000000
HAD family hydrolase	Pyrophosphatase PpaX 	0.0000000000002770000000000000000000000000000000000
acetoin utilization protein AcuC	Acetoin utilization protein AcuC 	0.0000000000000000000000000000000000000005440000000
hypothetical protein	DNA-binding protein PYRAB09250 	0.0012260000000000000000000000000000000000000000000
hypothetical protein	Crystal Structure of Protein of Unknown Function AF1548 	0.0145900000000000000000000000000000000000000000000
nickel-dependent lactate racemase	Lactate racemase 	0.0000000000000000000000000000000000000000000029300
DUF5714 domain-containing protein	Putative mycofactocin biosynthesis transcriptional regulator MftR 	0.6277000000000000000000000000000000000000000000000
EFR1 family ferrodoxin	Uncharacterized protein MJ0298 	0.0000003750000000000000000000000000000000000000000
MFS transporter	Sodium-dependent lysophosphatidylcholine symporter 1 	0.0000000000000000022600000000000000000000000000000
hypothetical protein	GTPase KRas 	0.0021400000000000000000000000000000000000000000000
class I SAM-dependent methyltransferase	Tetracenomycin polyketide synthesis O-methyltransferase TcmP 	0.0000000000000000036900000000000000000000000000000
hypothetical protein	Ferredoxin 	0.0000134200000000000000000000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator MJ0229 	0.0013830000000000000000000000000000000000000000000
hypothetical protein	CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN OF UNKNOWN FUNCTION (PP_4556) FROM PSEUDOMONAS PUTIDA KT2440 AT 2.11 A RESOLUTION 	0.0000000011600000000000000000000000000000000000000
hypothetical protein	Xaa-Pro dipeptidase 	0.0000000000000000000000000000000000175000000000000
hypothetical protein	D-aminoacyl-tRNA deacylase 	0.0000000000000000000000000008640000000000000000000
hypothetical protein	Cadmium resistance transcriptional regulatory protein CadC 	0.0018180000000000000000000000000000000000000000000
MFS transporter	Macrolide efflux protein A 	0.0000000000000000370000000000000000000000000000000
hypothetical protein	Crystal structure of a duf861 family protein (tm1112) from thermotoga maritima at 1.83 A resolution 	0.0000000000226000000000000000000000000000000000000
hypothetical protein	Leucine-rich repeat protein SHOC-2 	0.0000000000000000000000000000046500000000000000000
hypothetical protein	Secreted RxLR effector protein 135 	8.6550000000000000000000000000000000000000000000000
hypothetical protein	Dematin 	9.0810000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of an 8 repeat consensus TPR superhelix 	0.0209700000000000000000000000000000000000000000000
hypothetical protein	50S ribosomal protein L10 	9.5520000000000000000000000000000000000000000000000
hypothetical protein	Modification methylase Eco57IB 	0.0000000000000000000040700000000000000000000000000
hypothetical protein	Crystal Strucrure of the Mpp6 Exosome complex 	8.0670000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of SspH1 LRR domain in complex PKN1 HR1b domain 	0.0000966400000000000000000000000000000000000000000
hypothetical protein	Leucine-rich repeat-containing protein 57 	0.0013160000000000000000000000000000000000000000000
hypothetical protein	Gellan lyase 	0.0000000149000000000000000000000000000000000000000
hypothetical protein	Engineered higher-order assembly of Cholera Toxin B subunits via the addition of C-terminal parallel coiled-coiled domains 	1.2700000000000000000000000000000000000000000000000
hypothetical protein	Human SDS22 	0.0006069000000000000000000000000000000000000000000
hypothetical protein	Ankyrin repeat domain-containing protein 29 	0.0578100000000000000000000000000000000000000000000
hypothetical protein	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B 	7.8710000000000000000000000000000000000000000000000
hypothetical protein	Bacitracin transport permease protein BCRB 	1.8860000000000000000000000000000000000000000000000
hypothetical protein	Adenosylcobinamide-GDP ribazoletransferase 	1.0070000000000000000000000000000000000000000000000
hypothetical protein	UPF0175 protein APE_0276a 	2.0970000000000000000000000000000000000000000000000
hypothetical protein	Structure of the Lys9Met mutant of the E. coli Proline Utilization A (PutA) DNA-binding domain. 	1.3820000000000000000000000000000000000000000000000
hypothetical protein	Ribonuclease VapC1 	0.0002000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized 37.1 kDa protein in transposon TN4556 	0.0002170000000000000000000000000000000000000000000
nitroreductase family protein	Putative NADH dehydrogenase/NAD(P)H nitroreductase AF_0226 	0.0000000000000010900000000000000000000000000000000
MFS transporter	Macrolide efflux protein A 	0.0000000000000000000075000000000000000000000000000
hypothetical protein	"High-resolution x-ray Structure of the tetramutant of BH1408 protein from Bacillus halodurans, Northeast Structural Genomics Consortium (NESG) Target BhR182 "	0.0000000000180000000000000000000000000000000000000
hypothetical protein	Crystal structure of gene product RHA04853 from Rhodococcus sp. RHA1 	0.0000720800000000000000000000000000000000000000000
hypothetical protein	Human TRAAK K+ channel FHEIG mutant A198E in a Tl+ bound conductive conformation 	4.5830000000000000000000000000000000000000000000000
hypothetical protein	Acetate kinase 	8.2910000000000000000000000000000000000000000000000
hypothetical protein	Putative antitoxin VapB16 	0.0071980000000000000000000000000000000000000000000
type II toxin-antitoxin system VapC family toxin	Ribonuclease VapC1 	0.0000000001130000000000000000000000000000000000000
hypothetical protein	Ribonuclease VapC1 	0.0000000413000000000000000000000000000000000000000
hypothetical protein	Putative antitoxin VapB21 	0.0009834000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Humanized Archaeal ferritin 	1.2480000000000000000000000000000000000000000000000
hypothetical protein		
ABC transporter ATP-binding protein	Uncharacterized ABC transporter ATP-binding protein YfiC 	0.0000000000000000000000000000000000000000000123000
ABC transporter ATP-binding protein	Uncharacterized ABC transporter ATP-binding protein YknU 	0.0000000000000000000000000000000000000000000002240
hypothetical protein	Cryo-EM structure of human RNA Polymerase I in elongation state 	9.7980000000000000000000000000000000000000000000000
hypothetical protein	Phosphatidate cytidylyltransferase 2 	8.2960000000000000000000000000000000000000000000000
hypothetical protein	Putative toxin Y4kP 	0.0000182500000000000000000000000000000000000000000
hypothetical protein	Crystal structure of VapBC2 from Rickettsia felis bound to a DNA fragment from their promoter 	0.0000020670000000000000000000000000000000000000000
hypothetical protein	Antitoxin VapB27 	0.0113500000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of gox2253 	0.0013230000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Putative antitoxin VapB21 	0.0153500000000000000000000000000000000000000000000
type II toxin-antitoxin system VapC family toxin	Ribonuclease VapC 	0.0000000001710000000000000000000000000000000000000
hypothetical protein	Non-homologous end joining protein Ku 	6.5150000000000000000000000000000000000000000000000
hypothetical protein	Propionicin-F 	0.0437600000000000000000000000000000000000000000000
hypothetical protein	Structure of nucleosome-bound human BAF complex 	0.7934000000000000000000000000000000000000000000000
hypothetical protein	Adapter protein MecA 	2.3500000000000000000000000000000000000000000000000
hypothetical protein	SUBSTITUTING HYDROPHOBIC RESIDUES FOR A BURIED SALT BRIDGE ENHANCES PROTEIN STABILITY BUT DOES NOT REDUCE CONFORMATIONAL SPECIFICITY 	0.3752000000000000000000000000000000000000000000000
hypothetical protein	Calcium-binding acidic-repeat protein 	0.0051520000000000000000000000000000000000000000000
hypothetical protein	Nickel-responsive regulator 	0.5293000000000000000000000000000000000000000000000
hypothetical protein	1-deoxy-D-xylulose-5-phosphate synthase 	8.9790000000000000000000000000000000000000000000000
hypothetical protein	Aminopeptidase from Aneurinibacillus sp. strain AM-1 	0.0000000000000000000000117000000000000000000000000
M3 family oligoendopeptidase	Group B oligopeptidase PepB 	0.0000000000000000000000005460000000000000000000000
DMT family transporter	Uncharacterized transporter AF_0266 	0.0000000000012600000000000000000000000000000000000
creatininase family protein	Mycofactocin precursor peptide peptidase 	0.0000000000000000385000000000000000000000000000000
hypothetical protein	Probable transposase for insertion sequence element ISH11 	0.0000000001290000000000000000000000000000000000000
GNAT family N-acetyltransferase	Uncharacterized N-acetyltransferase YycN 	0.0000000009150000000000000000000000000000000000000
hypothetical protein	ABC transporter complex NosDFYL in GDN 	0.0000422200000000000000000000000000000000000000000
hypothetical protein	ABC transporter A family member 3 	0.0000004450000000000000000000000000000000000000000
hypothetical protein	Maturase-like protein 1 	0.0000000000845000000000000000000000000000000000000
hypothetical protein	Der GTPase-activating protein YihI 	1.6500000000000000000000000000000000000000000000000
PadR family transcriptional regulator	The Crystal Structure of smu.1604c from Streptococcus mutans UA159 	0.0000000210000000000000000000000000000000000000000
hypothetical protein	Uncharacterized 24.3 kDa protein 	0.0220400000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein y4eN 	0.0393700000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein aq_1534 	1.5130000000000000000000000000000000000000000000000
hypothetical protein	Transmembrane protein 199 	9.9800000000000000000000000000000000000000000000000
hypothetical protein	Crystal Structure of PAE0151 from Pyrobaculum aerophilum 	0.0000793800000000000000000000000000000000000000000
hypothetical protein	Putative transition state regulator Abh 	0.0197300000000000000000000000000000000000000000000
hypothetical protein	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 	7.8460000000000000000000000000000000000000000000000
PIN domain-containing protein	Ribonuclease VapC47 	0.0000016970000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein y4eO 	0.0360100000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Crystal structure of the mouse SNX19 PX domain with bound sulphate ion 	0.0938200000000000000000000000000000000000000000000
hypothetical protein	UPF0386 protein YjhX 	0.8818000000000000000000000000000000000000000000000
hypothetical protein	Probable magnesium transporter NIPA2 	0.0000010200000000000000000000000000000000000000000
DNA methyltransferase	ATP-dependent Type ISP restriction-modification enzyme LlaBIII bound to DNA 	0.0000000000000000000000000000000001650000000000000
hypothetical protein	TATA-box-binding protein 	0.0000000000000000000227000000000000000000000000000
hypothetical protein	ATP synthase subunit delta 	6.8690000000000000000000000000000000000000000000000
hypothetical protein	Structure of the GH76 alpha-mannanase BT2949 from Bacteroides thetaiotaomicron 	0.0000951200000000000000000000000000000000000000000
hypothetical protein	CamA Adenine Methyltransferase Complexed to Cognate Substrate DNA and Compound 15 	0.0000000000001080000000000000000000000000000000000
hypothetical protein	UPF0251 protein UNCMA_27150 	0.0650600000000000000000000000000000000000000000000
hypothetical protein	Structure of Neisseria gonorrhoeae peptidoglycan O-acetyltransferase B (PatB) 	0.0054570000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized transcriptional regulatory protein YbdJ 	0.1407000000000000000000000000000000000000000000000
hypothetical protein	Serine/Threonine phosphatase Z1 (Candida albicans) binds to inhibitor microcystin-LR 	0.0000000000000000000001040000000000000000000000000
hypothetical protein	AP-1 complex subunit mu-1 	0.0000141400000000000000000000000000000000000000000
hypothetical protein	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE 	0.0000000000004310000000000000000000000000000000000
hypothetical protein	The crystal structure of AhpD from Pseudomonas aeruginosa 	0.0067400000000000000000000000000000000000000000000
hypothetical protein	Putative HTH-type transcriptional regulator MJ1563 	0.0003153000000000000000000000000000000000000000000
hypothetical protein	Telomere-associated protein RIF1 	5.2750000000000000000000000000000000000000000000000
hypothetical protein	Beta-catenin-interacting protein 1 	3.3450000000000000000000000000000000000000000000000
histone deacetylase	Probable deacetylase AF_0130 	0.0000000000000000000000000000000000000704000000000
isoprenylcysteine carboxylmethyltransferase family protein	Protein-S-isoprenylcysteine O-methyltransferase 	0.0000155200000000000000000000000000000000000000000
Rab family GTPase	Ras-related protein Rab-1 	0.0000000000000000001680000000000000000000000000000
HAD family hydrolase	Phosphoglycolate phosphatase 	0.0000000000000399000000000000000000000000000000000
hypothetical protein	ATP-dependent DNA helicase Hel308 	0.0000000000000000000000000000000000000000000000000
minichromosome maintenance protein MCM	Minichromosome maintenance protein MCM 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of the artificial alpharep-7 octarellinV.1 complex 	0.0000000012500000000000000000000000000000000000000
hypothetical protein	Crystal Structure of MoaD related protein from Thermus thermophilus HB8 	0.0047960000000000000000000000000000000000000000000
